m/z,RT [min],Name,Tags,Formula,MS/MS Verified,Annot. Source: mzCloud Search,Annot. Source: mzVault Search,Annot. Source: ChemSpider Search,Annot. Source: MassList Search,Annot. DeltaMass [ppm],Calc. MW,Area (Max.),Mass List Match: Endogenous Metabolites database 4400 compounds,Mass List Match: CD_MassList_RP_V1,MS2,Reference Ion,Blank 01,Blank 02,QC 01 RP Pos,QC 02 RP Pos,Foston_In_1-A_Met_LC_RP_Pos(F3),Foston_In_1-B_Met_LC_RP_Pos(F4),Foston_In_1-C_Met_LC_RP_Pos(F5),Foston_In_1-D_Met_LC_RP_Pos(F6),Foston_In_1-E_Met_LC_RP_Pos(F7),Foston_In_1-F_Met_LC_RP_Pos(F8),Foston_In_1-G_Met_LC_RP_Pos(F9),Foston_In_1-H_Met_LC_RP_Pos(F10),Foston_In_1-I_Met_LC_RP_Pos(F11),Foston_In_1-J_Met_LC_RP_Pos(F12),Foston_In_1-K_Met_LC_RP_Pos(F13),Foston_In_1-L_Met_LC_RP_Pos(F14),Foston_In_4-A_Met_LC_RP_Pos(F15),Foston_In_4-B_Met_LC_RP_Pos(F16),Foston_In_4-C_Met_LC_RP_Pos(F17),Foston_In_4-D_Met_LC_RP_Pos(F18),Foston_In_4-E_Met_LC_RP_Pos(F19),Foston_In_4-F_Met_LC_RP_Pos(F20),Foston_In_4-G_Met_LC_RP_Pos(F21),Foston_In_4-H_Met_LC_RP_Pos(F22),Foston_In_4-I_Met_LC_RP_Pos(F23),Foston_In_4-J_Met_LC_RP_Pos(F24),Foston_In_4-K_Met_LC_RP_Pos(F25),Foston_In_4-L_Met_LC_RP_Pos(F26)
295.09387,6.086,mz_295.0939 RT_6.09,,C16 H16 O4,,No results,No results,Partial match,Full match,-0.79,272.10464,633599.462,Multiple matches found,No matches found,No MS2,[M+Na]+1,14003.66073,57764.81158,293153.0245,290552.91,279532.3116,633599.462,498600.9479,444218.2659,421441.2073,245879.1506,344634.9913,387746.417,342315.2126,295656.3239,571625.1423,329264.8859,365145.834,327884.61,344612.191,332211.8611,381568.7791,374176.4273,345609.9526,332696.4441,588047.2915,289812.8333,319772.4642,330522.0643
297.20581,8.386,mz_297.2058 RT_8.39,,C17 H28 O4,,No results,No results,Full match,No results,-1.04,296.19845,719687.8379,No matches found,No matches found,No MS2,[M+H]+1,89142.9739,209215.8598,719687.8379,520536.891,112497.5098,323650.3896,124885.2807,193019.4386,170059.482,303957.4067,211924.4656,94724.81956,201869.7404,350490.8375,127013.4666,96851.64877,69238.7579,241445.4784,166168.0068,251445.9528,196973.871,97847.59528,125910.3612,108125.647,197986.3106,359192.43,145056.1752,312844.8724
359.14873,7.144,mz_359.1487 RT_7.14,,C20 H22 O6,,No results,No results,Partial match,Full match,-0.58,358.14143,1062713.638,Multiple matches found,No matches found,No MS2,[M+H]+1,8546.289168,8736.521643,57950.60854,111167.6788,79145.37579,280839.4908,558800.8431,25665.17279,252303.7819,1062713.638,8951.024013,8919.756547,9220.431422,9152.414198,8822.298957,9091.424269,8963.16292,8844.746854,8934.097396,9041.189468,9123.673883,9246.128021,9038.438346,8839.221282,9063.940592,8824.455996,9029.300536,9120.336941
662.47504,12.493,mz_662.475 RT_12.49,,C35 H68 N O8 P,,No results,No results,Full match,No results,-0.75,661.46776,1631800.646,No matches found,No matches found,No MS2,[M+H]+1,38733.86552,81607.62604,172427.7151,254100.119,535467.2451,633631.9771,457741.3778,336442.3424,43096.96119,1082933.88,43663.67047,671686.2713,1047648.742,42627.01749,903172.8543,368182.2374,319906.6566,210822.2113,41924.55484,425452.7252,239122.478,411572.0514,109910.2897,42233.57776,1324919.969,1631800.646,650433.3588,161857.1607
315.17986,6.659,mz_315.1799 RT_6.66,,C16 H26 O6,,No results,No results,Full match,No results,-1.2,314.17256,401298.6479,No matches found,No matches found,No MS2,[M+H]+1,17093.60583,17648.98534,129065.8574,401298.6479,166894.7609,181370.197,247594.1958,157534.1564,157503.1826,168599.7558,183842.0633,228367.234,218010.2401,172888.1952,147661.9351,303361.5139,275986.6742,81535.86972,205053.3899,233197.8704,312404.747,128261.6929,165554.3443,130701.408,235697.543,190265.3511,196653.744,267625.536
414.19087,8.245,mz_414.1909 RT_8.25,,C23 H27 N O6,,No results,No results,Full match,No results,-0.58,413.1836,567118.0353,No matches found,No matches found,No MS2,[M+H]+1,7820.753164,8079.143788,12976.47111,14732.93355,8283.830222,8435.569748,8424.124743,8260.132121,8313.769964,8453.310037,484647.6897,398104.2477,567118.0353,404651.4645,389317.0207,421037.4931,8071.283529,7867.503962,8219.314348,8184.780006,8014.817934,7952.260747,7968.734312,8341.790776,8509.191655,317375.6395,411350.6297,474593.114
263.14415,2.66,mz_263.1442 RT_2.66,,C19 H18 O,,No results,No results,Full match,No results,4.22,262.13687,330403.1948,No matches found,No matches found,No MS2,[M+H]+1,23541.64592,24142.17003,20492.93033,21424.53151,26946.05196,25682.69463,28175.78656,24020.21239,24067.72988,22765.96802,39167.67095,23635.27908,25095.5519,245605.7148,185589.182,213183.0744,23511.85589,24057.54729,23953.03642,99069.79156,108329.5034,175287.8086,26667.94502,26165.16531,23826.22834,231467.7156,330403.1948,177883.0167
263.14423,2.292,mz_263.1442 RT_2.29,,C19 H18 O,,No results,No results,Full match,No results,4.53,262.13695,461607.1221,No matches found,No matches found,No MS2,[M+H]+1,17725.44527,17588.39973,357717.794,461607.1221,20557.11163,20692.28025,20183.3497,149409.1069,184907.9903,127387.0027,58327.15307,20601.63088,21489.20794,72519.30119,101434.83,125712.251,33176.05101,60989.28526,25054.4971,181144.6022,211780.6549,102129.6131,22207.55999,76295.43539,21768.41296,197326.0324,275412.1766,161090.526
263.14432,2.963,mz_263.1443 RT_2.96,,C19 H18 O,,No results,No results,Full match,No results,4.87,262.13704,302645.2717,No matches found,No matches found,No MS2,[M+H]+1,17300.72512,17723.39849,39819.54627,45700.41095,232727.847,302645.2717,241145.552,163082.5284,158884.7702,67351.24472,18718.89264,18283.27551,18655.32484,18344.62316,18554.46132,18260.28794,18290.06522,18922.0173,19013.99,18874.89769,18954.33115,18596.6941,18574.81299,18619.86185,18712.41806,18211.80995,18102.80671,18642.91415
295.22633,7.319,mz_295.2263 RT_7.32,,C18 H32 O4,,No results,No results,Partial match,Full match,-1.44,312.22961,267940.6689,Multiple matches found,No matches found,No MS2,[M+H-H2O]+1,71570.49697,34874.56997,244425.6265,267940.6689,87978.64461,41128.04948,77550.568,43592.80421,44220.00471,69610.3471,39707.40013,32241.20506,56691.47417,42928.98527,46161.95601,49085.73019,50906.15767,41133.70081,59547.18482,51357.72514,56976.30955,47387.03932,54352.55469,56578.83495,59218.16744,42868.69446,47293.15838,40714.92248
96.04419,1.272,mz_96.0442 RT_1.27,,C5 H7 N O2,,No results,No results,Partial match,Full match,-1.71,113.04748,1278119.068,Multiple matches found,No matches found,No MS2,[M+H-H2O]+1,30529.56984,18592.25337,168072.4547,235025.8124,875504.5475,777884.8678,721740.3558,700227.942,923435.8281,745381.7556,859135.4476,1016103.724,929911.0003,841501.495,892315.4819,1133991.033,1278119.068,1033972.78,1120619.533,882287.6942,775218.9276,821270.8532,767509.2224,512469.762,508180.3742,979854.2914,939530.3592,906784.3742
564.25893,8.438,mz_564.2589 RT_8.44,,C32 H37 N O8,,No results,No results,Full match,No results,-0.47,563.25165,947233.6143,No matches found,No matches found,No MS2,[M+H]+1,7741.991499,8097.370352,10815.21329,11408.27546,8167.465533,8346.953205,8457.540589,7985.528323,8133.161129,8257.942227,947233.6143,762813.0692,832352.3164,800174.6008,819269.1221,759040.9343,7886.101285,8070.396928,8288.706262,8087.727757,7911.753758,7838.743397,7913.696055,7948.090108,8084.784425,621423.4716,756323.2631,623096.5078
564.25895,8.678,mz_564.259 RT_8.68,,C32 H37 N O8,,No results,No results,Full match,No results,-0.43,563.25168,267553.3941,No matches found,No matches found,No MS2,[M+H]+1,8706.195894,15139.60762,12135.30889,11660.94365,14428.71343,11376.22257,13440.30461,12070.29473,14123.36587,13960.02793,185627.281,179330.0602,140852.3336,123400.9403,267553.3941,165606.7457,9976.118928,10281.89499,12613.45864,13031.70385,11232.65908,10255.43778,10611.7802,12910.95966,10407.07358,134012.021,167511.3933,121472.7551
564.25918,8.587,mz_564.2592 RT_8.59,,C32 H37 N O8,,No results,No results,Full match,No results,-0.02,563.2519,271212.1904,No matches found,No matches found,No MS2,[M+H]+1,13201.69831,11124.35792,85237.69656,35202.07008,11960.12617,11789.78439,11862.34094,12057.88525,11511.52062,11686.26738,220812.2425,194333.246,219223.3377,238564.3732,191919.938,271212.1904,11099.53222,11705.25756,11540.22537,11401.1471,11801.68895,11171.7691,11467.41483,11491.6196,11293.10362,140507.792,229759.5233,165529.3197
400.34204,9.709,mz_400.342 RT_9.71,,C23 H45 N O4,,No results,No results,Partial match,Full match,-0.24,399.33476,396803.5693,Single match found,No matches found,No MS2,[M+H]+1,15776.4199,17091.09492,17974.09232,17865.30651,396803.5693,305466.0376,32427.76869,297678.6025,16398.22814,17951.34317,16979.69594,16922.05322,17065.87846,17067.26614,17019.01145,16929.89187,17543.43447,18149.90914,17879.12013,16818.73136,17639.84134,17057.58458,17400.43072,17761.89031,18074.07577,16792.77903,17885.98683,19750.70086
188.09111,1.002,mz_188.0911 RT_1,,C8 H13 N O4,,No results,No results,Partial match,Full match,-3.14,187.08387,348417.4494,Multiple matches found,No matches found,No MS2,[M+H]+1,8044.953151,9546.5602,177344.6726,172473.1199,264381.9726,138758.131,314083.5433,177612.853,105297.5805,178901.6997,142731.1898,105174.5796,53545.12639,165654.4038,306046.614,207167.8709,118576.8027,284983.7926,109158.9261,83168.22624,59191.51728,90590.53741,108809.7878,41220.89652,38116.91156,184680.9957,348417.4494,127952.8549
331.2475,8.233,mz_331.2475 RT_8.23,,C18 H34 O5,,No results,No results,Partial match,Full match,-1.29,330.2402,1324377.736,Multiple matches found,No matches found,No MS2,[M+H]+1,94828.96894,73268.6042,26048.50362,105310.4041,161721.6384,122352.8879,211534.5806,70250.09907,83124.74313,198690.9026,126947.2443,53956.71052,91616.20317,368528.7097,235818.838,302353.7433,489747.0952,455635.055,537405.7987,1020400.865,1324377.736,1079080.903,446581.5902,252667.9882,310161.1038,189570.2827,471902.9222,309186.1633
199.0963,1.749,mz_199.0963 RT_1.75,,C10 H14 O4,,No results,No results,Partial match,Full match,-1.04,198.089,465811.6308,Single match found,No matches found,No MS2,[M+H]+1,14531.78313,14511.8073,465811.6308,416859.4234,110019.5037,97829.76282,116169.8698,134201.0125,112517.9278,106481.4058,73787.51514,80741.84146,79640.2071,81196.08081,50171.82165,51030.04457,85039.66956,108267.7423,84461.65103,68607.05422,63264.24004,61621.70415,87335.20815,41167.60974,71805.32488,47539.82079,91592.78114,79496.82241
163.04198,1.329,mz_163.042 RT_1.33,,C6 H10 O3 S,,No results,No results,Partial match,Full match,-2.01,162.03474,349156.0244,Multiple matches found,No matches found,DDA for other ion,[M+H]+1,11201.97504,11523.77777,130691.8185,111127.5477,157692.8933,130360.1053,151089.3665,124855.0221,177972.0493,171510.4834,238949.652,252955.2941,212813.87,199555.8157,338048.9528,135753.9166,157276.3733,208233.5186,207064.1063,212309.8092,202103.678,210807.3941,150730.0553,115174.5015,65172.00074,308708.8689,254906.8673,349156.0244
209.11452,7.02,mz_209.1145 RT_7.02,,C10 H18 O3,,No results,No results,Partial match,Full match,-1.52,186.12531,293002.0335,Single match found,No matches found,No MS2,[M+Na]+1,59666.16441,26470.31858,102780.2217,257768.8852,113367.6707,39274.02923,147897.4378,223726.2915,293002.0335,77209.41881,162550.1539,200628.7086,200745.0573,145575.8196,211885.417,147557.5311,123132.8266,91317.14792,155139.7226,143875.9858,147516.9485,142147.0239,155635.1503,141375.5171,134756.3371,91716.757,95726.29508,135202.1812
325.20072,9.752,mz_325.2007 RT_9.75,,C18 H28 O5,,No results,No results,Full match,No results,-0.68,324.19345,877892.9552,No matches found,No matches found,No MS2,[M+H]+1,101216.1879,114365.2523,153408.8653,232413.5466,580171.1297,511893.5341,253452.8902,549004.4518,325083.3703,282556.5553,542754.485,424313.5806,479033.0458,349744.1819,372645.9415,620471.1995,155066.6865,299965.5931,403146.1416,148690.0636,877892.9552,449539.6269,79675.55886,618133.402,129737.9447,640082.7889,526090.8422,436425.2965
317.09927,4.392,mz_317.0993 RT_4.39,,C18 H17 F O2 S,,No results,No results,Full match,No results,-4.21,316.092,292538.2534,No matches found,No matches found,No MS2,[M+H]+1,15089.8846,14910.47652,15770.66491,16061.66469,149272.0608,182966.9364,99354.93845,109209.7785,123254.6061,188103.6666,265558.628,253376.2378,79970.12909,165951.9367,143313.8239,145013.007,158786.1801,161874.8163,260931.1958,284865.0796,206138.8524,234112.0625,207847.1,187064.059,261978.1447,288353.1183,292538.2534,291898.0786
290.19573,8.473,mz_290.1957 RT_8.47,,C15 H31 N S2,,No results,No results,Full match,No results,-4.63,289.18845,470278.6375,No matches found,No matches found,No MS2,[M+H]+1,12911.93454,13804.09481,131338.6548,62022.2004,67606.74662,78293.66616,412823.9201,470278.6375,203264.6429,333532.7436,35846.83001,14079.66052,28452.69415,88490.23908,42169.29887,48826.19859,265091.6969,51923.0792,100876.5255,155382.5797,203761.7397,245349.6906,71655.11399,97490.90691,69339.65147,136461.5202,444975.4254,341340.9004
172.05993,1.528,mz_172.0599 RT_1.53,,C7 H9 N O4,,No results,No results,Partial match,Full match,-2.69,171.0527,489237.1299,Multiple matches found,No matches found,No MS2,[M+H]+1,14128.70232,13700.80847,26902.55913,27047.75707,28591.26066,27598.19191,27493.48785,33809.60259,158029.7938,26683.90814,293904.1303,20954.70145,160666.2248,489237.1299,303936.9359,442392.9909,23970.19957,26530.57294,24713.67939,24024.48901,23867.44805,23788.67784,19862.73017,18935.8894,17460.02026,345784.7323,444581.8353,265454.6594
174.0757,1.267,mz_174.0757 RT_1.27,,C7 H8 O4,,No results,No results,Partial match,Full match,-2.59,156.04185,1353337.954,Multiple matches found,No matches found,No MS2,[M+NH4]+1,14359.02832,14440.87951,251201.6965,216061.3223,421353.4804,170807.2867,296233.4466,303752.557,678404.084,329218.4676,994567.2298,276199.7164,284246.5576,1032693.536,1353337.954,872691.7864,123063.161,105081.2604,314437.7842,163118.0176,333478.1319,135348.9373,174069.6033,132274.0859,123901.4792,505632.2346,1092761.444,446831.7691
181.03656,0.942,mz_181.0366 RT_0.94,,C6 H6 N4 O4,,No results,No results,Partial match,Full match,4.75,198.03985,14712180.63,Single match found,No matches found,No MS2,[M+H-H2O]+1,61716.77346,6334.334086,91132.91714,99778.13009,10509169.07,1436863.53,1084731.491,2469642.474,2670742.468,3475318.072,2994511.843,2743398.142,8076567.411,12298301.8,6074599.437,5629358.916,3721684.662,3797635.906,1905735.529,2821270.143,14185995.7,4199089.172,2944084.727,6284413.297,3282887.55,8122829.295,14712180.63,11387674.81
375.18003,8.479,mz_375.18 RT_8.48,,C21 H26 O6,,No results,No results,Full match,No results,-0.87,374.17261,265097.0492,No matches found,No matches found,No MS2,[M+H]+1,10271.54969,10800.7869,13979.10469,49339.16845,265097.0492,146579.9951,142587.4536,105893.907,205626.5312,125771.3119,11299.38499,11200.48528,11360.83184,11528.53645,11494.26879,11364.07038,11306.9969,10644.642,11134.90597,10998.15398,11265.19561,10597.57092,11037.07981,10582.05076,10799.57048,11177.12067,11735.64156,11158.54088
174.07541,1.015,mz_174.0754 RT_1.02,,C7 H13 N O5,,No results,No results,Full match,No results,-3.59,191.07869,2032775.888,No matches found,No matches found,No MS2,[M+H-H2O]+1,7667.90628,9099.136755,169032.9705,164389.7353,369674.8059,822027.4185,430357.2651,569633.2212,781258.2611,589835.8525,994567.2298,276199.7164,850020.0776,2032775.888,1849162.846,1934871.325,679693.725,777100.0318,665525.6392,868173.1237,644822.1932,995927.7761,760861.061,701777.147,620414.6799,1648627.982,1758740.542,1100162.46
352.25152,9.489,mz_352.2515 RT_9.49,,C17 H37 N O4 S,,No results,No results,Full match,No results,-0.26,351.24424,373377.5245,No matches found,No matches found,No MS2,[M+H]+1,16231.77161,18168.07822,17101.3271,17617.84472,261403.6388,241721.9779,311212.2246,301688.3365,373377.5245,263651.8678,16617.29258,16576.5314,17096.88101,17406.63367,16646.83386,16425.00622,16671.48862,17124.87387,16495.85229,16389.00329,16389.5619,16807.89464,17666.76932,16572.55617,16845.21032,16658.20933,17331.3565,16371.53319
158.04435,1.069,mz_158.0444 RT_1.07,,C6 H7 N O4,,No results,No results,Partial match,Full match,-2.76,157.03707,21508208.1,Single match found,No matches found,No MS2,[M+H]+1,18178.98345,16100.15819,150454.6937,143523.8913,126746.9494,119645.4967,96470.02488,146217.0933,137821.0339,98067.33344,13144826.28,2549334.412,9731782.333,21508208.1,16438629.71,19472424.47,27899.31406,50062.01216,27216.26275,251414.6095,233814.9292,119949.6925,80645.61231,113856.0277,74343.45957,11479742.02,2058540.77,12034953.76
142.04952,0.958,mz_142.0495 RT_0.96,,C6 H7 N O3,,No results,No results,Partial match,Full match,-4.99,141.04189,13868426.7,Multiple matches found,No matches found,DDA for preferred ion,[M+H]+1,7391.110306,7054.899372,101499.7869,98657.6299,149536.2446,156838.2153,259805.8428,230567.4584,158969.7586,168629.5869,13868426.7,10545562.77,10943388.63,11150823.72,10196608.47,10512754.12,316242.701,159422.1713,148551.2865,9597705.063,7932283.095,7280043.446,1508571.017,1855353.883,1431449.55,10042870.74,10297521.14,9598386.247
341.13805,8.752,mz_341.1381 RT_8.75,,C20 H20 O5,,No results,No results,Partial match,Full match,-0.88,340.13078,1309985.334,Multiple matches found,No matches found,No MS2,[M+H]+1,7728.316222,8090.802591,11911.52184,11630.12923,1084675.162,1034325.974,1095560.464,1059499.459,1309985.334,964379.3382,8538.20745,8568.182007,8767.110895,8993.502235,9184.771705,8625.273669,8987.201992,9170.704217,8631.675212,8776.114743,9061.974136,9187.972006,8920.495211,8888.413027,9436.940797,9531.27899,9598.539711,8874.084082
233.08059,6.901,mz_233.0806 RT_6.9,,C13 H12 O4,,No results,No results,Full match,No results,-1.06,232.07331,1058354.027,No matches found,No matches found,No MS2,[M+H]+1,7485.413289,7743.942529,10587.3724,9178.36425,1058354.027,947569.4516,972303.0368,867685.6885,1046517.083,939058.1346,7954.469074,8169.008956,8311.115028,8093.313773,7860.049381,8052.893578,7840.965073,8125.863815,7776.577689,8099.592404,8131.189159,7984.355172,7916.358837,7848.625676,7847.994614,8103.192726,7993.273199,7860.870566
187.05983,6.659,mz_187.0598 RT_6.66,,C8 H12 O6,,No results,No results,Full match,No results,-1.31,204.06312,294822.2098,No matches found,No matches found,No MS2,[M+H-H2O]+1,8888.39459,9177.182823,36406.52985,50899.25987,37345.80843,121330.4114,121916.5511,88834.65917,90437.9733,40991.43756,230328.7715,189658.5358,225293.6965,164715.0991,216762.632,214490.7292,242223.6001,294822.2098,242352.2965,135958.7959,142301.404,84050.80728,95642.43696,90324.25417,39150.43399,103902.6312,167977.9944,153797.2641
146.04419,0.978,mz_146.0442 RT_0.98,,C5 H7 N O4,,No results,No results,Partial match,Full match,-3.8,145.03696,1999515.752,Multiple matches found,No matches found,No MS2,[M+H]+1,9897.269452,9093.842919,129248.8489,132110.2116,1420350.2,450583.5458,1420389.25,1260963.174,871819.8038,1550729.317,1641456.541,596494.4633,218242.2369,847829.585,236607.9139,713388.9618,1785804.473,579653.2843,1999515.752,268258.5864,1409623.594,1769356.139,847757.0095,550917.3541,1114936.861,215580.3285,467318.1462,438929.3832
281.24708,9.478,mz_281.2471 RT_9.48,,C18 H34 O3,,No results,No results,Partial match,Full match,-1.37,298.25038,268900.2966,Single match found,No matches found,No MS2,[M+H-H2O]+1,77321.46689,73082.80564,91386.71737,268900.2966,133736.7508,122588.9811,115604.9354,100867.7584,161306.6557,205347.4983,171952.5458,131183.4103,246276.7387,143619.4193,119265.8873,144691.5911,227794.2661,133461.062,185686.7842,115599.9641,147761.1519,234179.469,224416.2425,161278.4381,138679.242,177393.2752,121538.9846,244921.8531
281.24709,8.392,mz_281.2471 RT_8.39,,C18 H34 O3,,No results,No results,Partial match,Full match,-1.36,298.25039,405331.16,Single match found,No matches found,No MS2,[M+H-H2O]+1,10579.1292,11234.8418,12765.99499,12628.83834,11088.77432,11210.18285,11554.65821,11078.24758,11330.524,11461.13429,21141.7225,21802.46309,43499.59755,396514.4155,180311.38,405331.16,11584.50734,10799.94323,11228.71477,11302.4546,63945.02625,11142.49635,150573.0596,154252.918,142842.2934,362443.4876,180058.0682,230857.8478
299.25777,11.109,mz_299.2578 RT_11.11,,C18 H34 O3,,No results,No results,Partial match,Full match,-1.12,298.25046,544258.7439,Single match found,No matches found,No MS2,[M+H]+1,142296.1938,104816.5883,98950.80877,123236.2006,143047.5307,128729.9917,418640.0543,208231.4474,171857.804,134497.3706,336107.0994,178823.2217,323874.8362,544258.7439,154595.5388,203809.2764,501129.8434,490654.3731,189203.5649,144893.5508,278382.0983,281133.1589,198886.7239,147936.7532,150459.2484,485180.311,159885.0358,147691.1553
369.15187,6.373,mz_369.1519 RT_6.37,,C15 H16 N10 O2,,No results,No results,Full match,No results,-3.33,368.14454,348018.2635,No matches found,No matches found,No MS2,[M+H]+1,15155.05795,15222.17205,191678.4216,83859.17095,76469.04271,277903.9736,261595.0212,348018.2635,309894.5381,302264.7278,15929.60175,16305.18761,15957.48791,16824.71199,16626.57113,17836.3765,16111.37462,16250.35354,16481.30328,16287.74281,17069.31115,16335.06645,16319.78322,16046.91664,16266.1608,15930.65311,16596.05127,16077.80901
545.21679,8.186,mz_545.2168 RT_8.19,,C30 H32 Cl F3 N2 O2,,No results,No results,Full match,No results,-1.78,544.20947,409140.5002,No matches found,No matches found,No MS2,[M+H]+1,16517.54141,18020.03175,399481.8883,409140.5002,18403.08607,19053.32127,18177.28242,18164.33031,18126.37534,18037.48506,97904.22376,92206.02539,283438.3853,146801.5248,143287.3619,85629.5809,17657.50342,17729.71832,17924.73491,17575.17631,17526.89927,17126.00488,17841.71465,17217.82494,17319.88561,117105.8719,198697.6786,114430.6152
160.09611,0.958,mz_160.0961 RT_0.96,,C7 H13 N O3,,No results,No results,Partial match,Full match,-3.84,159.08893,964307.5109,Multiple matches found,No matches found,No MS2,[M+H]+1,9583.873714,9147.917138,131612.3152,144097.5569,964307.5109,821369.5,914907.8834,706043.3327,569227.1966,631415.3624,198623.4236,205225.2535,198982.1924,208573.0068,229115.7554,216638.8847,190999.8702,206718.8682,192622.8551,195999.4745,200549.5377,188664.8207,191103.0617,178722.6538,166200.7541,208754.0057,220524.3046,213418.4156
127.03886,5.419,mz_127.0389 RT_5.42,,C6 H6 O3,,No results,No results,Partial match,Full match,-0.82,126.03159,976980.6354,Multiple matches found,No matches found,No MS2,[M+H]+1,30795.41793,24421.15318,150006.2104,252129.5703,623589.4561,679530.6187,424621.8183,976980.6354,867448.9695,665997.8652,402010.1339,351704.1587,364092.2263,399438.3593,349551.9542,331419.2816,330135.1905,368808.9399,313584.1527,350319.3474,331668.2658,327943.3654,297681.3708,317766.1426,260542.6184,396354.2949,407440.5993,378807.1483
164.05446,0.981,mz_164.0545 RT_0.98,,C5 H9 N O5,,No results,No results,Partial match,Full match,-4.53,163.04733,21218937.9,Multiple matches found,No matches found,No MS2,[M+H]+1,2115982.282,1467581.638,21218937.9,19454062.2,147044.5077,155295.4945,161901.7454,412200.7229,1779041.986,379574.5448,272411.0763,176202.391,170842.2208,852992.4606,757102.8537,525022.2044,163988.755,177484.7794,254324.0198,165921.1643,157910.3232,361746.6609,227668.2902,155976.0722,142696.7186,217351.2869,189337.8572,183236.8799
253.21589,10.436,mz_253.2159 RT_10.44,,C16 H30 O3,,No results,No results,Full match,No results,-1.29,270.21915,1416905.893,No matches found,No matches found,No MS2,[M+H-H2O]+1,62368.39591,129720.0208,190588.2597,161111.0463,175218.625,149468.8045,208196.5385,211171.8417,248761.0758,151808.0061,228741.0179,221319.0561,232308.0575,209192.8576,235478.5716,1221395.388,247037.7795,104605.486,217321.0046,208255.9126,237915.9847,238200.1626,227795.6034,1416905.893,242278.4521,219906.8323,232275.9992,195898.5358
253.2159,10.331,mz_253.2159 RT_10.33,,C16 H30 O3,,No results,No results,Full match,No results,-1.25,270.21916,1777310.031,No matches found,No matches found,No MS2,[M+H-H2O]+1,55762.988,123118.1523,146138.8507,835540.5381,170318.463,1777310.031,188227.8672,145596.0482,135404.3549,155409.4343,222647.564,202961.4796,190228.163,205455.3506,212016.7189,1221395.388,221429.1894,230237.7311,225228.4692,156099.7576,200461.0418,142234.4723,152138.7127,175894.6759,147687.2242,142697.2158,152847.1788,193897.2827
327.15889,8.155,mz_327.1589 RT_8.16,,C20 H24 O5,,No results,No results,Full match,No results,-0.45,344.16222,247671.3992,No matches found,No matches found,No MS2,[M+H-H2O]+1,9712.641645,10313.12217,241824.601,247671.3992,99149.89921,171039.5748,186576.8165,168685.4543,221544.8175,201825.3763,11128.15798,16240.61494,10832.8048,11034.45586,10845.02815,10789.73603,10688.8919,12524.74399,15566.82032,10639.05555,25656.94243,10023.02486,10800.40336,15003.00769,13543.05251,15787.2248,11392.30809,18802.72165
297.1697,7.609,mz_297.1697 RT_7.61,,C16 H24 O5,,No results,No results,Full match,No results,-0.09,296.16235,721185.8657,No matches found,No matches found,No MS2,[M+H]+1,68303.50087,76488.49601,721185.8657,220643.615,123628.475,205945.2031,190190.3361,478075.7422,195827.9683,105632.1326,170514.559,159799.1147,237656.9279,342137.6712,291117.4907,262871.3652,105875.0189,96759.41026,108019.7796,52545.08388,201960.6669,156956.4199,131984.4609,212552.0411,91184.20468,149686.1765,156600.6744,141914.8015
273.11187,7.34,mz_273.1119 RT_7.34,,C16 H18 O5,,No results,No results,Full match,No results,-0.64,290.11524,349880.521,No matches found,No matches found,No MS2,[M+H-H2O]+1,9489.554296,9728.07652,12656.11723,12649.89769,286170.5883,170142.7125,171074.7693,263331.5034,348035.1237,349880.521,66667.46663,94976.22108,86732.05911,84081.1505,72462.45617,98058.03428,9312.295527,9500.448182,9983.451642,9599.522549,9995.511482,9909.085419,9876.657006,9542.410822,9516.235933,35464.26805,68570.80291,68113.57906
201.07301,1.761,mz_201.073 RT_1.76,,C7 H14 O5,,No results,No results,Full match,No results,-1.86,178.08379,614511.4382,No matches found,No matches found,No MS2,[M+Na]+1,40704.53985,53052.81936,224998.2305,45135.27155,261384.712,279086.665,343692.2994,186996.7048,221597.1082,206680.1129,267158.0235,244025.5566,178748.4987,199011.1137,195257.2583,159003.9329,337344.7182,278358.7002,390343.5101,483727.4964,461931.7519,384461.6486,534986.6007,614511.4382,543697.4118,322801.6738,229192.6761,310481.697
226.17981,12.209,mz_226.1798 RT_12.21,,C13 H20 O2,,No results,No results,Full match,No results,-1.6,208.146,7389277.068,No matches found,No matches found,No MS2,[M+NH4]+1,54591.05354,61562.46938,79977.79632,153515.831,882535.1701,3019506.614,781720.4304,671553.4647,714475.253,658009.3891,560374.1186,1089011.82,386785.2507,435934.9247,702800.7284,600123.7395,7389277.068,977599.6575,1120276.583,1698998.72,1430115.387,654418.8813,575995.3026,618160.038,868743.5023,1044776.761,2297270.331,695066.9768
193.08586,7.203,mz_193.0859 RT_7.2,,C11 H12 O3,,No results,No results,Full match,No results,-0.48,192.07855,237844.6315,No matches found,No matches found,No MS2,[M+H]+1,12488.88922,12670.01395,17650.22155,19792.76003,186865.471,167157.6519,145194.9758,198295.0509,237844.6315,208072.2364,13333.70014,13284.53105,13316.38305,13526.69505,13277.68181,13183.38977,12889.53015,13216.22598,13027.57136,12991.42457,13005.67866,13449.12494,13183.41213,13414.89318,13012.27403,13306.65988,13478.26667,13407.24074
